City,Account length,Area code,Phone number,International plan,Voicemail plan,No. vmail msgs,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total int charge,Customer service calls,Churn
Tokyo,847,408,246-748-3474,No,No,25,118.79,108,20.19,174.79,153,17.48,44.42,198,2.22,0.17,5,0.03,2,False
Sapporo,7,415,372-723-8038,No,Yes,25,351.44,153,59.74,399.21,53,39.92,192.37,0,9.62,8.3,7,1.25,5,True
Sapporo,490,415,976-452-8493,Yes,Yes,12,384.89,62,65.43,7.43,101,0.74,202.22,162,10.11,5.04,0,0.76,3,False
Kawasaki,33,415,290-340-1230,No,No,22,111.66,160,18.98,135.96,122,13.6,65.06,20,3.25,8.23,1,1.23,0,False
Kobe,138,510,228-157-6077,Yes,No,20,289.68,141,49.25,340.25,146,34.02,258.87,155,12.94,6.26,9,0.94,0,False
Sapporo,958,415,522-954-9012,No,Yes,33,19.04,11,3.24,140.99,161,14.1,153.36,50,7.67,1.43,14,0.21,0,True
Kawasaki,196,408,245-138-8741,Yes,Yes,4,16.78,199,2.85,302.05,132,30.2,244.63,187,12.23,19.49,4,2.92,9,False
Kobe,843,415,234-343-4228,Yes,No,7,278.57,56,47.36,275.3,151,27.53,125.43,103,6.27,1.94,4,0.29,5,True
Fukuoka,570,415,527-471-9873,No,No,34,274.57,189,46.68,254.56,28,25.46,175.89,118,8.79,2.39,16,0.36,6,True
Kobe,222,415,508-966-3415,No,Yes,35,355.57,111,60.45,92.27,112,9.23,256.49,147,12.82,8.72,17,1.31,1,True
Kobe,15,408,181-772-7068,Yes,No,8,164.51,52,27.97,132.86,184,13.29,96.26,54,4.81,2.06,6,0.31,3,False
Saitama,923,510,802-219-1454,No,Yes,16,30.38,34,5.16,51.55,186,5.16,385.77,179,19.29,18.88,10,2.83,2,True
Sapporo,955,510,578-157-3726,Yes,No,8,122.1,152,20.76,91.97,90,9.2,255.17,198,12.76,7.46,13,1.12,2,True
Nagoya,839,510,389-422-5921,No,No,4,263.87,118,44.86,340.66,152,34.07,338.12,44,16.91,3.87,1,0.58,3,True
Tokyo,330,415,961-459-6484,No,No,2,162.63,154,27.65,167.64,82,16.76,110.04,120,5.5,16.32,0,2.45,3,True
Fukuoka,759,408,185-508-1409,Yes,No,30,297.38,192,50.55,130.55,26,13.06,130.55,15,6.53,5.54,17,0.83,7,False
Yokohama,743,408,846-341-1607,Yes,No,11,129.24,83,21.97,272.35,111,27.24,399.8,44,19.99,17.41,7,2.61,4,False
Saitama,751,510,955-922-8641,Yes,Yes,29,333.23,165,56.65,144.2,26,14.42,259.46,95,12.97,3.6,14,0.54,8,False
Osaka,763,510,701-869-3736,No,No,6,245.89,30,41.8,159.25,195,15.92,30.07,68,1.5,8.0,5,1.2,3,True
Nagoya,348,408,925-908-1072,Yes,No,46,180.14,90,30.62,326.86,0,32.69,186.46,90,9.32,4.99,6,0.75,1,False
Kawasaki,482,510,288-556-2407,No,Yes,1,346.95,100,58.98,6.23,171,0.62,142.9,13,7.14,5.79,9,0.87,2,True
Yokohama,145,415,107-364-4698,No,Yes,15,85.66,57,14.56,267.87,30,26.79,162.02,139,8.1,1.4,10,0.21,3,True
Nagoya,391,415,877-785-6330,No,Yes,33,77.12,29,13.11,363.54,89,36.35,15.94,179,0.8,8.02,11,1.2,1,False
Kawasaki,78,510,953-229-5926,Yes,No,0,34.23,168,5.82,317.52,57,31.75,145.19,193,7.26,0.58,4,0.09,4,True
Sapporo,54,408,395-393-1862,No,No,5,178.04,164,30.27,173.44,158,17.34,16.92,49,0.85,3.87,14,0.58,6,False
Saitama,573,408,202-162-7216,Yes,No,42,321.98,39,54.74,208.91,98,20.89,155.77,194,7.79,17.95,8,2.69,1,True
Kawasaki,471,408,584-579-7504,Yes,Yes,15,291.77,62,49.6,220.26,107,22.03,29.88,28,1.49,14.68,14,2.2,7,True
Yokohama,389,408,228-752-9744,Yes,Yes,47,112.41,133,19.11,45.17,59,4.52,137.32,47,6.87,16.69,0,2.5,6,True
Fukuoka,306,510,756-482-5903,No,No,8,209.42,149,35.6,76.57,89,7.66,352.49,86,17.62,5.94,10,0.89,9,False
Tokyo,244,415,394-676-8365,Yes,No,37,394.85,84,67.12,58.87,85,5.89,144.49,57,7.22,15.76,7,2.36,9,True
Saitama,616,408,572-953-3011,No,No,4,343.36,150,58.37,185.85,19,18.58,185.55,161,9.28,12.79,13,1.92,2,False
Kyoto,238,408,178-409-9423,No,No,35,74.1,117,12.6,316.94,56,31.69,374.39,172,18.72,0.22,10,0.03,5,True
Nagoya,106,510,772-841-4610,No,Yes,18,308.46,64,52.44,202.0,60,20.2,9.42,54,0.47,1.13,7,0.17,1,True
Osaka,564,415,596-430-9794,No,No,49,136.23,45,23.16,132.75,187,13.28,118.26,65,5.91,19.8,1,2.97,2,False
Yokohama,828,408,813-403-2968,Yes,No,17,116.86,175,19.87,218.02,52,21.8,191.24,144,9.56,2.49,18,0.37,6,True
Fukuoka,623,408,246-343-8735,Yes,Yes,39,119.29,127,20.28,289.31,95,28.93,60.82,82,3.04,0.29,2,0.04,1,True
Kobe,519,415,277-845-4555,No,No,37,251.73,148,42.79,138.1,43,13.81,11.16,28,0.56,8.85,5,1.33,6,False
Yokohama,931,408,484-154-7881,No,No,12,125.49,34,21.33,277.2,132,27.72,284.34,44,14.22,18.7,0,2.8,6,False
Kyoto,77,408,739-830-8474,Yes,No,38,68.4,44,11.63,91.24,19,9.12,247.62,65,12.38,14.45,12,2.17,0,False
Sapporo,298,415,698-624-7888,No,No,34,200.22,198,34.04,259.83,121,25.98,10.5,48,0.52,11.22,7,1.68,1,False
Kobe,627,510,595-439-4019,Yes,Yes,8,301.32,164,51.22,17.47,5,1.75,267.21,163,13.36,2.18,19,0.33,3,False
Fukuoka,499,415,941-911-8661,Yes,No,19,228.38,10,38.82,114.44,36,11.44,189.63,7,9.48,8.04,8,1.21,7,False
Yokohama,162,510,275-510-8622,Yes,No,16,347.71,140,59.11,166.94,69,16.69,280.87,190,14.04,6.98,16,1.05,6,False
Tokyo,123,510,567-953-6359,Yes,No,32,299.78,76,50.96,9.33,189,0.93,336.39,159,16.82,15.67,16,2.35,5,False
Kyoto,229,415,975-340-7798,Yes,No,23,242.83,38,41.28,165.2,121,16.52,286.08,70,14.3,1.58,17,0.24,0,True
Tokyo,937,510,928-126-3311,Yes,No,27,29.67,181,5.04,291.13,108,29.11,59.81,174,2.99,18.92,11,2.84,8,False
Nagoya,183,415,735-864-4307,Yes,No,46,338.12,185,57.48,128.44,152,12.84,245.86,76,12.29,10.49,5,1.57,3,False
Yokohama,33,415,992-350-9527,Yes,No,15,259.59,79,44.13,69.92,103,6.99,239.77,41,11.99,4.82,9,0.72,1,False
Kyoto,944,510,633-246-7867,Yes,Yes,8,252.95,156,43.0,228.58,43,22.86,9.49,120,0.47,7.03,8,1.05,0,False
Yokohama,443,408,940-946-9866,No,No,46,399.47,148,67.91,203.24,24,20.32,314.56,3,15.73,14.01,1,2.1,4,False
Fukuoka,417,415,114-735-4431,Yes,No,30,367.45,109,62.47,382.21,145,38.22,69.73,165,3.49,19.88,1,2.98,6,False
Sapporo,942,408,872-232-6706,No,Yes,46,397.67,18,67.6,207.76,128,20.78,241.56,67,12.08,18.58,9,2.79,0,False
Kawasaki,270,408,107-886-7022,Yes,No,8,60.39,58,10.27,327.53,49,32.75,120.09,108,6.0,10.9,11,1.64,2,False
Kyoto,89,408,774-689-2585,No,No,32,291.1,167,49.49,86.13,161,8.61,359.24,150,17.96,0.83,8,0.12,7,False
Fukuoka,628,510,965-151-8478,Yes,Yes,14,234.03,26,39.79,230.41,56,23.04,288.61,179,14.43,19.2,18,2.88,6,False
Osaka,627,415,274-937-1617,No,Yes,1,164.02,97,27.88,140.27,119,14.03,120.0,191,6.0,1.53,15,0.23,1,False
Tokyo,956,510,280-652-5885,Yes,No,28,331.71,116,56.39,119.93,52,11.99,352.11,83,17.61,0.27,0,0.04,8,True
Kyoto,378,408,103-994-6018,No,No,24,214.29,177,36.43,359.48,131,35.95,390.23,106,19.51,11.26,19,1.69,8,False
Saitama,456,510,980-694-3949,Yes,Yes,45,389.88,92,66.28,173.06,63,17.31,320.17,27,16.01,4.99,11,0.75,4,False
Kawasaki,937,510,889-400-8386,Yes,Yes,44,47.41,170,8.06,56.21,170,5.62,61.0,145,3.05,11.92,0,1.79,9,True
Saitama,404,510,523-709-3105,No,No,27,349.31,182,59.38,174.47,186,17.45,241.11,42,12.06,4.07,1,0.61,5,True
Osaka,384,510,252-625-8316,No,No,37,345.67,30,58.76,36.49,60,3.65,312.2,27,15.61,6.16,13,0.92,8,False
Sapporo,123,510,116-888-5149,No,No,23,282.19,195,47.97,56.78,84,5.68,200.75,25,10.04,15.24,6,2.29,0,False
Osaka,81,408,720-902-9709,No,Yes,33,227.07,82,38.6,322.11,175,32.21,139.06,71,6.95,5.0,14,0.75,4,True
Kyoto,399,415,685-461-2632,Yes,Yes,31,374.16,54,63.61,384.76,34,38.48,75.11,70,3.76,4.29,2,0.64,1,False
Osaka,205,510,804-510-7170,No,Yes,48,113.8,119,19.35,327.93,58,32.79,224.96,144,11.25,15.64,11,2.35,2,True
Tokyo,172,408,229-363-1235,No,No,9,143.15,197,24.34,189.84,74,18.98,56.59,73,2.83,18.18,9,2.73,8,True
Fukuoka,761,408,106-150-3808,Yes,Yes,47,354.77,9,60.31,58.45,106,5.85,286.42,102,14.32,13.34,19,2.0,7,True
Fukuoka,9,408,553-169-7459,No,No,26,255.69,158,43.47,271.93,174,27.19,332.0,86,16.6,3.27,0,0.49,8,False
Kobe,817,408,100-441-2081,Yes,Yes,43,288.35,171,49.02,38.46,196,3.85,272.14,3,13.61,5.03,13,0.75,3,True
Fukuoka,47,510,268-261-7259,No,No,22,385.08,158,65.46,272.45,2,27.24,86.72,170,4.34,3.82,18,0.57,7,True
Yokohama,580,415,942-699-8084,No,Yes,16,123.85,36,21.05,194.26,142,19.43,75.06,170,3.75,3.29,5,0.49,3,False
Kyoto,958,408,912-385-4243,Yes,Yes,45,180.48,102,30.68,378.92,192,37.89,238.09,77,11.9,8.01,1,1.2,5,False
Saitama,480,408,897-516-7836,Yes,Yes,23,108.43,130,18.43,193.83,137,19.38,196.5,186,9.83,9.49,6,1.42,4,False
Kobe,730,408,300-645-2022,Yes,Yes,15,389.28,156,66.18,99.3,24,9.93,200.73,158,10.04,16.52,9,2.48,4,True
Tokyo,250,415,875-262-6310,Yes,Yes,49,395.45,49,67.23,227.92,44,22.79,41.33,151,2.07,2.15,1,0.32,0,False
Tokyo,307,408,529-822-9189,Yes,No,45,122.27,82,20.79,7.18,126,0.72,165.48,42,8.27,16.03,8,2.4,9,False
Fukuoka,544,408,772-270-8128,No,Yes,6,383.21,43,65.15,398.43,63,39.84,153.3,66,7.67,10.07,1,1.51,5,False
Saitama,308,408,128-534-2569,No,No,46,238.69,95,40.58,359.44,159,35.94,218.96,138,10.95,4.42,11,0.66,2,True
Osaka,832,408,139-510-8686,Yes,No,14,285.55,50,48.54,138.75,108,13.88,232.08,133,11.6,15.82,12,2.37,2,False
Nagoya,911,510,911-929-3866,No,No,25,241.69,198,41.09,365.52,76,36.55,72.06,65,3.6,3.83,15,0.57,4,False
Kawasaki,721,408,809-228-8560,Yes,No,27,132.04,192,22.45,145.96,157,14.6,398.21,8,19.91,5.29,2,0.79,6,True
Kobe,174,408,218-888-6420,No,Yes,45,176.78,63,30.05,82.26,30,8.23,57.36,51,2.87,2.04,4,0.31,1,True
Saitama,32,415,126-130-3809,No,Yes,15,171.04,81,29.08,156.77,150,15.68,384.8,176,19.24,11.1,10,1.66,5,True
Sapporo,195,510,757-322-7128,No,No,6,87.64,190,14.9,245.43,51,24.54,43.67,63,2.18,16.79,6,2.52,7,True
Sapporo,265,510,731-606-7840,Yes,No,33,318.74,98,54.19,126.69,60,12.67,166.77,186,8.34,9.19,17,1.38,5,True
Sapporo,761,415,308-175-2948,Yes,Yes,14,211.74,43,36.0,32.75,184,3.28,148.57,79,7.43,18.48,14,2.77,8,True
Osaka,226,415,319-452-4993,No,Yes,11,295.29,105,50.2,248.26,80,24.83,57.91,190,2.9,17.29,0,2.59,0,False
Fukuoka,261,408,242-752-7987,Yes,Yes,15,8.29,129,1.41,70.86,159,7.09,21.01,91,1.05,0.44,8,0.07,7,False
Saitama,878,510,839-347-4091,No,No,25,116.34,6,19.78,317.63,41,31.76,381.82,89,19.09,12.74,14,1.91,7,False
Sapporo,381,408,997-205-1822,No,No,42,72.33,48,12.3,395.85,131,39.59,46.76,77,2.34,12.65,15,1.9,7,False
Kobe,440,408,676-482-7241,No,Yes,8,125.29,84,21.3,173.89,0,17.39,290.46,22,14.52,9.99,17,1.5,7,False
Saitama,290,408,584-829-6504,Yes,No,41,17.84,176,3.03,41.57,29,4.16,143.08,159,7.15,16.92,9,2.54,5,True
Saitama,15,415,135-200-4102,No,No,9,251.04,126,42.68,378.5,84,37.85,287.74,136,14.39,15.69,12,2.35,7,False
Nagoya,268,408,551-630-6741,No,No,16,372.34,143,63.3,54.56,195,5.46,8.4,42,0.42,8.48,16,1.27,0,False
Nagoya,560,510,304-542-5960,No,Yes,29,219.65,29,37.34,303.7,78,30.37,196.32,101,9.82,0.83,2,0.12,9,True
Kawasaki,396,415,244-293-1115,Yes,Yes,41,190.71,11,32.42,303.44,170,30.34,335.12,55,16.76,14.17,0,2.13,0,False
Kawasaki,806,415,335-569-2585,No,Yes,1,62.36,177,10.6,193.31,53,19.33,124.47,110,6.22,19.66,9,2.95,2,False
Tokyo,110,408,953-556-9555,No,No,27,40.75,137,6.93,370.26,31,37.03,193.89,89,9.69,17.69,5,2.65,5,True
Tokyo,19,510,859-275-5677,No,Yes,23,378.08,192,64.27,251.02,117,25.1,16.69,45,0.83,13.64,7,2.05,3,True
Kyoto,105,408,808-907-3034,No,No,3,142.64,145,24.25,269.98,181,27.0,361.19,183,18.06,15.87,16,2.38,6,False
Tokyo,937,510,334-282-4406,No,No,45,104.02,104,17.68,161.4,9,16.14,34.9,46,1.74,2.16,0,0.32,5,False
Kawasaki,941,415,537-547-5374,No,Yes,19,37.61,161,6.39,6.03,15,0.6,227.03,33,11.35,15.12,2,2.27,1,False
Kyoto,452,408,733-773-8772,No,No,49,158.55,54,26.95,377.78,76,37.78,380.73,164,19.04,15.14,12,2.27,4,True
Kobe,189,408,949-115-8110,Yes,Yes,34,52.78,55,8.97,65.46,186,6.55,353.66,32,17.68,14.58,9,2.19,4,True
Saitama,701,415,433-829-4238,No,Yes,30,39.01,42,6.63,259.23,103,25.92,2.06,105,0.1,18.5,7,2.78,5,True
Kobe,637,415,195-614-3631,No,Yes,0,241.15,163,41.0,6.26,25,0.63,87.57,86,4.38,15.2,3,2.28,9,True
Kobe,227,415,687-612-9264,No,No,2,290.76,170,49.43,222.96,82,22.3,386.52,188,19.33,0.73,17,0.11,5,True
Sapporo,195,415,871-691-9961,No,No,36,303.38,130,51.57,101.3,3,10.13,383.42,177,19.17,5.56,6,0.83,0,True
Nagoya,118,408,597-952-7677,No,No,33,314.18,39,53.41,383.69,117,38.37,161.33,104,8.07,19.62,1,2.94,2,False
Tokyo,164,415,881-303-5252,No,Yes,39,125.83,83,21.39,237.41,133,23.74,397.11,75,19.86,1.77,19,0.27,1,False
Kyoto,497,415,795-296-8642,No,No,31,227.37,100,38.65,391.43,131,39.14,168.08,48,8.4,19.73,1,2.96,1,False
Nagoya,19,510,822-433-8893,No,No,34,388.43,170,66.03,61.15,100,6.12,117.09,92,5.85,12.48,5,1.87,5,False
Kobe,104,408,679-196-7842,Yes,No,18,78.37,0,13.32,249.49,198,24.95,60.1,185,3.01,17.96,1,2.69,3,True
Nagoya,514,408,874-955-3170,No,No,24,279.43,14,47.5,326.25,78,32.62,237.51,32,11.88,0.58,0,0.09,7,False
Yokohama,339,510,657-726-2849,Yes,No,38,58.4,139,9.93,204.58,35,20.46,379.04,145,18.95,16.54,5,2.48,0,True
Nagoya,381,415,530-286-1215,No,Yes,12,350.3,113,59.55,121.11,181,12.11,147.03,44,7.35,9.32,19,1.4,5,True
Sapporo,325,415,651-225-6284,Yes,Yes,35,251.19,176,42.7,18.3,32,1.83,323.36,124,16.17,6.19,0,0.93,2,False
Kyoto,87,408,443-622-9413,Yes,No,18,115.4,3,19.62,366.09,121,36.61,61.09,170,3.05,9.15,15,1.37,1,True
Fukuoka,775,510,152-546-1055,No,Yes,41,29.78,160,5.06,363.19,51,36.32,313.42,32,15.67,10.91,5,1.64,3,True
Kobe,645,415,235-522-1807,Yes,Yes,29,44.12,37,7.5,68.28,5,6.83,73.83,8,3.69,16.48,19,2.47,2,False
Saitama,652,415,251-854-9646,No,Yes,36,74.11,181,12.6,139.01,52,13.9,8.83,175,0.44,14.21,16,2.13,6,False
Kyoto,843,408,617-407-8943,No,No,49,317.59,40,53.99,122.4,73,12.24,275.11,71,13.76,4.28,5,0.64,7,False
Tokyo,460,408,309-558-4354,No,No,22,85.85,134,14.59,376.57,191,37.66,128.79,42,6.44,12.62,1,1.89,9,True
Fukuoka,696,408,385-309-8131,Yes,Yes,46,57.1,191,9.71,314.64,51,31.46,135.26,49,6.76,7.39,18,1.11,9,True
Fukuoka,335,408,208-831-1330,No,No,27,222.73,119,37.86,390.93,54,39.09,95.64,16,4.78,1.29,17,0.19,8,False
Fukuoka,149,415,229-274-5561,No,Yes,9,182.52,78,31.03,7.67,116,0.77,12.46,124,0.62,5.74,17,0.86,9,True
Osaka,702,408,563-731-3126,Yes,No,28,283.34,184,48.17,18.66,132,1.87,294.86,29,14.74,2.51,18,0.38,1,False
Osaka,827,408,146-357-9697,Yes,Yes,3,376.83,88,64.06,225.43,154,22.54,251.46,50,12.57,12.4,9,1.86,6,True
Kobe,846,408,461-161-6667,No,No,25,121.35,99,20.63,231.96,56,23.2,85.65,134,4.28,18.04,5,2.71,9,True
Fukuoka,68,415,569-131-5342,Yes,No,18,377.77,42,64.22,89.04,98,8.9,394.44,157,19.72,0.46,18,0.07,1,False
Kawasaki,515,408,520-951-8588,No,Yes,3,207.74,124,35.32,260.22,11,26.02,90.8,195,4.54,9.23,17,1.38,7,False
Yokohama,763,415,793-162-6532,No,Yes,49,0.07,159,0.01,72.75,27,7.28,372.48,88,18.62,0.09,11,0.01,9,False
Kobe,382,510,490-335-9813,No,Yes,23,94.23,127,16.02,215.51,68,21.55,68.3,129,3.42,8.69,1,1.3,8,True
Kyoto,232,415,346-687-5592,Yes,No,29,81.99,42,13.94,336.39,186,33.64,227.75,53,11.39,19.32,4,2.9,4,False
Kawasaki,118,408,655-594-6479,No,Yes,8,207.96,147,35.35,56.44,183,5.64,253.45,174,12.67,12.12,7,1.82,9,False
Kobe,425,408,402-966-9752,No,No,1,0.84,109,0.14,141.77,150,14.18,124.97,115,6.25,10.82,15,1.62,9,False
Tokyo,27,510,142-598-8517,Yes,Yes,4,380.99,63,64.77,343.61,121,34.36,82.02,156,4.1,19.31,10,2.9,1,False
Sapporo,954,408,660-786-9339,No,Yes,28,352.03,106,59.85,158.6,196,15.86,87.76,180,4.39,18.7,7,2.8,2,True
Yokohama,415,510,254-100-4715,Yes,Yes,26,210.97,183,35.86,369.47,83,36.95,112.34,61,5.62,2.41,15,0.36,9,False
Fukuoka,886,415,649-348-7337,No,Yes,18,53.93,119,9.17,213.4,48,21.34,93.75,127,4.69,4.19,14,0.63,0,True
Kobe,781,510,419-522-8213,Yes,No,49,348.33,181,59.22,381.02,36,38.1,207.02,79,10.35,6.99,0,1.05,3,True
Nagoya,349,408,162-243-5384,Yes,Yes,10,268.48,114,45.64,262.69,174,26.27,361.05,124,18.05,19.34,17,2.9,0,False
Yokohama,691,510,624-858-6890,Yes,Yes,48,115.63,75,19.66,42.32,195,4.23,333.22,80,16.66,9.79,14,1.47,0,False
Nagoya,295,408,915-291-1894,No,Yes,4,1.6,10,0.27,294.07,128,29.41,18.51,58,0.93,10.47,1,1.57,1,True
Kyoto,321,408,629-243-7881,Yes,Yes,14,59.36,73,10.09,266.19,124,26.62,205.07,197,10.25,17.89,13,2.68,3,True
Tokyo,891,408,275-872-9429,No,Yes,44,183.9,83,31.26,9.61,39,0.96,29.14,121,1.46,1.88,18,0.28,2,False
Nagoya,151,408,413-690-2662,No,No,6,132.08,56,22.45,72.78,8,7.28,331.59,149,16.58,4.84,5,0.73,8,False
Kobe,725,510,509-429-9822,No,No,40,150.55,48,25.59,172.69,82,17.27,95.57,197,4.78,18.16,12,2.72,4,False
Osaka,727,415,790-895-6023,Yes,Yes,47,376.17,23,63.95,147.61,108,14.76,234.94,95,11.75,9.22,6,1.38,4,False
Kyoto,210,510,908-996-9618,Yes,Yes,30,374.19,78,63.61,35.33,142,3.53,128.33,18,6.42,19.89,8,2.98,7,True
Sapporo,936,408,565-711-3439,Yes,Yes,36,360.49,67,61.28,363.48,161,36.35,326.7,149,16.34,2.02,17,0.3,4,False
Kyoto,278,510,391-677-5682,Yes,No,23,33.63,48,5.72,169.48,114,16.95,36.88,102,1.84,9.2,13,1.38,5,False
Saitama,550,415,801-651-3357,Yes,Yes,18,20.92,128,3.56,310.26,122,31.03,189.14,184,9.46,15.35,7,2.3,3,False
Tokyo,238,415,530-372-7469,No,Yes,10,363.37,63,61.77,138.36,81,13.84,270.43,151,13.52,17.3,0,2.6,0,True
Osaka,236,415,741-694-2224,Yes,Yes,40,132.49,36,22.52,193.85,22,19.39,145.99,132,7.3,2.48,4,0.37,9,True
Sapporo,483,408,392-748-6137,Yes,Yes,16,264.71,55,45.0,278.35,186,27.84,64.93,188,3.25,17.75,4,2.66,0,False
Saitama,911,510,680-206-5083,Yes,No,21,399.82,54,67.97,362.67,5,36.27,290.02,160,14.5,6.14,15,0.92,3,True
Sapporo,400,408,829-215-4073,Yes,No,47,149.27,123,25.38,53.14,44,5.31,340.12,79,17.01,15.54,10,2.33,3,True
Yokohama,642,408,303-332-1099,Yes,No,2,319.51,22,54.32,205.38,166,20.54,223.97,189,11.2,10.29,0,1.54,7,True
Yokohama,908,510,817-931-3406,Yes,No,12,267.67,189,45.5,380.95,52,38.1,279.39,131,13.97,13.37,10,2.01,2,False
Saitama,189,510,332-812-7478,Yes,No,49,15.98,12,2.72,253.82,11,25.38,8.35,36,0.42,8.79,4,1.32,5,True
Nagoya,920,408,311-617-5485,No,No,41,359.13,14,61.05,380.15,180,38.02,30.43,184,1.52,18.94,1,2.84,3,True
Nagoya,612,415,113-418-9936,No,No,2,320.13,54,54.42,251.87,35,25.19,21.74,54,1.09,18.96,19,2.84,4,False
Nagoya,496,510,848-364-1146,No,Yes,43,214.31,133,36.43,57.77,188,5.78,220.02,191,11.0,14.26,19,2.14,8,False
Osaka,699,510,736-357-8284,No,Yes,22,234.2,24,39.81,194.19,166,19.42,359.86,126,17.99,19.91,14,2.99,9,True
Kawasaki,367,408,850-924-9295,Yes,No,5,227.63,78,38.7,343.65,121,34.36,176.3,51,8.82,19.99,4,3.0,2,False
Kyoto,452,510,870-784-7109,No,No,43,167.99,100,28.56,235.31,51,23.53,260.2,78,13.01,12.04,13,1.81,2,True
Kyoto,244,415,541-911-9976,Yes,No,2,27.63,131,4.7,74.12,167,7.41,51.67,192,2.58,10.84,16,1.63,4,True
Osaka,295,415,164-234-1534,Yes,Yes,47,382.78,197,65.07,282.29,65,28.23,101.48,179,5.07,15.86,8,2.38,8,False
Fukuoka,705,415,436-633-3408,No,Yes,33,156.4,177,26.59,112.58,85,11.26,288.32,91,14.42,3.75,5,0.56,2,False
Sapporo,693,408,463-684-7058,No,No,45,386.3,99,65.67,7.22,179,0.72,15.9,149,0.8,1.83,14,0.27,0,False
Osaka,796,415,493-988-6136,No,Yes,49,76.26,192,12.96,53.56,1,5.36,352.77,37,17.64,16.06,16,2.41,1,True
Kyoto,625,415,164-300-5805,Yes,Yes,37,393.9,14,66.96,366.39,29,36.64,355.93,106,17.8,8.99,0,1.35,5,True
Fukuoka,759,415,924-805-7065,No,No,18,63.16,81,10.74,228.72,16,22.87,213.42,129,10.67,8.65,0,1.3,6,True
Tokyo,856,510,262-115-9017,No,No,11,386.98,52,65.79,366.97,144,36.7,146.08,109,7.3,9.13,19,1.37,4,False
Tokyo,13,510,926-377-4459,No,No,1,27.01,37,4.59,384.12,158,38.41,31.75,45,1.59,17.8,7,2.67,3,False
Fukuoka,17,408,928-738-9316,Yes,Yes,49,151.41,198,25.74,229.36,139,22.94,30.83,116,1.54,13.63,18,2.04,7,False
Sapporo,354,510,634-739-2595,Yes,No,35,285.65,130,48.56,308.42,17,30.84,305.23,171,15.26,19.1,14,2.86,1,False
Fukuoka,563,415,739-620-5511,Yes,No,13,279.34,116,47.49,7.1,132,0.71,324.58,130,16.23,0.13,5,0.02,2,True
Fukuoka,824,510,972-923-9328,Yes,Yes,13,341.16,89,58.0,10.48,31,1.05,354.76,127,17.74,7.25,16,1.09,1,True
Fukuoka,707,408,373-205-7850,Yes,No,38,71.66,104,12.18,129.41,38,12.94,376.31,88,18.82,3.5,14,0.52,7,True
Fukuoka,18,510,889-357-7295,No,No,3,260.72,33,44.32,22.66,193,2.27,266.51,18,13.33,6.07,8,0.91,2,True
Osaka,804,510,499-216-7798,No,Yes,7,360.55,74,61.29,48.19,189,4.82,23.1,163,1.16,3.41,4,0.51,0,True
Saitama,391,408,463-462-4520,Yes,No,40,180.85,154,30.74,151.72,141,15.17,145.82,58,7.29,7.7,1,1.16,5,False
Saitama,689,415,148-596-2198,Yes,Yes,19,311.01,56,52.87,374.56,129,37.46,116.12,67,5.81,16.53,0,2.48,7,True
Yokohama,57,415,663-184-6938,No,No,38,155.64,177,26.46,39.72,130,3.97,158.77,197,7.94,19.88,13,2.98,9,False
Nagoya,617,415,157-313-6748,Yes,Yes,24,108.69,79,18.48,327.06,25,32.71,384.4,102,19.22,0.05,1,0.01,0,True
Fukuoka,53,415,729-161-6684,No,Yes,28,90.02,46,15.3,371.97,21,37.2,224.98,117,11.25,15.13,14,2.27,6,True
Yokohama,868,510,217-554-9362,No,No,21,40.25,55,6.84,43.1,70,4.31,37.73,171,1.89,3.47,9,0.52,4,True
Nagoya,302,415,205-725-8939,No,No,46,182.34,32,31.0,269.71,37,26.97,298.6,156,14.93,13.09,8,1.96,7,True
Osaka,76,408,487-458-1667,Yes,Yes,44,119.8,11,20.37,385.23,176,38.52,14.1,176,0.7,0.14,0,0.02,5,False
Fukuoka,920,408,701-147-3175,Yes,Yes,18,225.35,69,38.31,311.65,119,31.16,287.96,116,14.4,10.05,12,1.51,2,False
Yokohama,538,415,352-446-6728,No,Yes,8,176.1,64,29.94,149.49,29,14.95,153.06,191,7.65,5.06,7,0.76,3,True
Nagoya,867,510,755-102-1053,Yes,No,1,357.67,186,60.8,86.02,158,8.6,389.64,198,19.48,10.12,16,1.52,8,False
Fukuoka,758,408,746-408-8493,Yes,No,3,92.26,31,15.68,10.26,0,1.03,64.59,117,3.23,8.37,3,1.26,0,True
Osaka,498,510,702-597-1348,No,Yes,34,123.07,121,20.92,377.94,68,37.79,393.11,32,19.66,13.33,9,2.0,0,True
Nagoya,793,510,311-835-1022,No,No,14,83.97,115,14.27,318.54,14,31.85,367.25,5,18.36,7.96,18,1.19,7,True
Tokyo,796,408,588-418-5952,No,No,10,370.92,126,63.06,329.31,77,32.93,73.47,196,3.67,13.39,17,2.01,8,False
Saitama,963,408,785-612-6314,No,No,34,77.37,108,13.15,122.92,104,12.29,114.33,159,5.72,13.3,1,2.0,8,True
Kobe,104,510,264-384-3125,Yes,Yes,24,227.56,82,38.69,332.19,145,33.22,173.13,15,8.66,5.19,0,0.78,9,True
